text,label,token_ids
also feel strange sense guilt people arent similarly situated move different neighborhood,5,"[19171, 2733, 15234, 5647, 34951, 1274, 527, 406, 30293, 31183, 3351, 2204, 12818]"
feeling hell casual favorite blue red heavy color casual table otherwise could see tournament deck red popular possibly blue step place one zendikar block rotates,1,"[1897, 20659, 15123, 16736, 7075, 6437, 2579, 8987, 1933, 16736, 2007, 6062, 1436, 1518, 16520, 9722, 2579, 5526, 11000, 6437, 3094, 2035, 832, 79668, 1609, 277, 2565, 90159]"
im feeling agitated pour brandy coffee,4,"[318, 8430, 945, 33337, 5019, 6883, 88, 11033]"
feel way considering people pretending way sincere,1,"[57676, 1648, 13126, 1274, 55906, 1648, 49424]"
feel give even period feel detail sharpe certainly good enough read cover cover,1,"[57676, 3041, 1524, 4261, 2733, 7872, 26708, 375, 7995, 1695, 3403, 1373, 3504, 3504]"
feel like reached plateau im buying much use feeling satisfied wardrobe personal style,1,"[57676, 1093, 8813, 65388, 737, 12096, 1790, 1005, 8430, 20097, 46846, 4443, 1742]"
learned hard way three hour feel like month friendly people stop talk,1,"[12964, 291, 2653, 1648, 2380, 6596, 2733, 1093, 2305, 11919, 1274, 3009, 3137]"
feel like amazed degree biology blown away,5,"[57676, 1093, 46304, 8547, 34458, 36574, 3201]"
feel hear vibration gentle doesnt bother,2,"[57676, 6865, 48913, 22443, 44204, 20753]"
feel unhappy incomplete,0,"[57676, 43251, 33243]"
pretty certain use name middle name girl special feeling connection poppy lovely,2,"[34055, 3738, 1005, 836, 6278, 836, 3828, 3361, 8430, 3717, 2477, 3368, 17104]"
feel something wonderful going happen,1,"[57676, 2555, 11364, 2133, 3621]"
feel rejected unwanted,0,"[57676, 18010, 36021]"
im getting since feel accepted mark beast shot thought going kill screamed loud didnt want die,1,"[318, 3794, 2533, 2733, 11928, 1906, 32236, 6689, 3463, 2133, 5622, 61466, 17813, 48707, 1390, 2815]"
try let ignorance get energy feel important sometimes ill engage little light debate try broaden view world,1,"[1568, 1095, 41660, 636, 4907, 2733, 3062, 7170, 5986, 16988, 2697, 3177, 11249, 1456, 84713, 1684, 1917]"
im feeling lousy may dismiss gorgeous day im feeling bright cheerful dreary day becomes tolerable,0,"[318, 8430, 326, 94623, 1253, 13738, 24415, 1938, 737, 8430, 10107, 71414, 33201, 661, 1938, 9221, 15230, 481]"
going assume moral obligation find way make sure feel pretty damn rich every day,1,"[9738, 9855, 16033, 29672, 1505, 1648, 1304, 2771, 2733, 5128, 27860, 9257, 1475, 1938]"
thought would sweetly cover really feeling say something pleasant bad thing done whatever,1,"[61665, 1053, 10437, 398, 3504, 2216, 8430, 2019, 2555, 24729, 3958, 3245, 2884, 8996]"
ironic feel dont feel anything special still smile broadly whenever tell something,1,"[2534, 292, 2733, 15890, 2733, 4205, 3361, 2103, 15648, 44029, 15716, 3371, 2555]"
really like good moral nice respectful like feel like still belong brad couldnt picture eric innocent,1,"[54760, 1093, 1695, 16033, 6555, 49150, 1093, 2733, 1093, 2103, 9352, 1437, 329, 1436, 406, 6945, 2781, 292, 25226]"
sense wat let feeling unsure,4,"[98935, 30125, 1095, 8430, 44003]"
feeling apprehensive future moment,4,"[1897, 20659, 47291, 4114, 3938, 4545]"
extremely good friend someone course feel reluctant extent favour someone,4,"[428, 54358, 1695, 4333, 4423, 3388, 2733, 44040, 13112, 12617, 4423]"
sleeping room woke middle night think could hear noise see shadow moving felt someone house,4,"[26894, 287, 3130, 39826, 6278, 3814, 1781, 1436, 6865, 12248, 1518, 12737, 7366, 6612, 4423, 3838]"
sometimes feel resentful come life time,3,"[57753, 2733, 47540, 1285, 2586, 2324, 892]"
began feeling amorous towards everyone stage towards people around experienced moment,2,"[65, 16133, 8430, 1097, 20857, 7119, 5127, 6566, 7119, 1274, 2212, 10534, 4545]"
sometimes feel disheartened realise far culture,0,"[57753, 2733, 834, 18207, 6901, 39256, 3117, 7829]"
im overwhelmed feeling blessed pray fear last time say happy birthday,1,"[318, 43206, 8430, 33944, 24739, 8850, 1566, 892, 2019, 6380, 15553]"
feel popular also little pressure keep exactly need,1,"[57676, 5526, 1101, 2697, 7410, 2567, 7041, 1205]"
feel hopeless control,0,"[57676, 75323, 2585]"
feel horrible cancel one best guy friend trip stressing babysitting hour got cut afford,0,"[57676, 28201, 9299, 832, 1888, 7564, 4333, 8577, 94791, 71683, 15154, 6596, 2751, 4018, 10150]"
climbed mountain made way village people stared child looked frightened ran away everyone came across asked way make feel unwelcome,0,"[566, 318, 2788, 16700, 1903, 1648, 14458, 1274, 45135, 1716, 7111, 60178, 10837, 3201, 5127, 3782, 4028, 4691, 1648, 1304, 2733, 15375, 5836]"
dont feel inhibited work problem,0,"[78125, 2733, 99669, 990, 3575]"
took chance kept cry hope might feel benevolent,1,"[91453, 6140, 8774, 16106, 3987, 2643, 2733, 20331, 72137]"
done hope inspiring time looking solace people rather god proof maybe something good feel horrible,0,"[10655, 3987, 34147, 892, 3411, 2092, 580, 1274, 4856, 10087, 11311, 7344, 2555, 1695, 2733, 28201]"
im feeling melancholy back school stuff today,0,"[318, 8430, 87163, 5849, 1203, 2978, 6392, 3432]"
begin doubt stomach clench heart race feel fearful,4,"[7413, 10712, 23152, 1206, 20345, 4851, 7102, 2733, 63757]"
liked ro intimidated anna wealth anna feel guilt superior wealth enjoys,1,"[44336, 938, 85161, 3008, 64, 12205, 3008, 64, 2733, 34951, 16757, 12205, 32838]"
feel like really cranky school day,3,"[57676, 1093, 2216, 51358, 88, 2978, 1938]"
watch gather little block tuck belly like little red hen coo cuddle soft baby doll look interest baby help feel thrilled firstborn,1,"[14658, 9762, 2697, 2565, 259, 1983, 36517, 1093, 2697, 2579, 48916, 1080, 78, 65245, 273, 8579, 8945, 7804, 1427, 2802, 8945, 1520, 2733, 38564, 1176, 16381]"
feel like try stay faithful possible perceives real event happened mountain,1,"[57676, 1093, 1456, 4822, 37513, 3284, 62822, 1924, 1972, 1567, 7077, 16700]"
walia feel suspicious tarun ban,4,"[86, 19379, 2733, 32427, 12460, 359, 9120]"
feel like hostile toward others fail nice,3,"[57676, 1093, 33615, 9017, 3885, 3775, 6555]"
feel glad little blog share danger see path ahead,1,"[57676, 16089, 2697, 5117, 4430, 8137, 1518, 1853, 8469]"
wake feeling cranky sort,3,"[91019, 8430, 51358, 88, 3460]"
say feel like im tortured,3,"[37890, 2733, 1093, 737, 57034]"
cant help looking back child feeling rather jealous also delighted living time nine year old child part world read thousand book year wish able,3,"[66363, 1520, 3411, 1203, 1716, 8430, 4856, 41690, 1101, 35072, 5496, 892, 11888, 1060, 2362, 1716, 961, 1917, 1373, 16579, 2363, 1060, 6562, 3025]"
im feeling bit cranky today,3,"[318, 8430, 2766, 51358, 88, 3432]"
even dare say biggest stiller vaughn hater still could get enjoyment movie feel annoyed performance character,3,"[17206, 33304, 2019, 8706, 2103, 261, 11412, 7595, 77, 305, 977, 2103, 1436, 636, 45278, 5818, 2733, 57130, 5178, 3752]"
make punjabi lobia masala mostly winter feel protein punch spice rich recipe winter warmer one,1,"[7072, 8474, 92984, 326, 41163, 9427, 6181, 10213, 12688, 2733, 13128, 21004, 42786, 9257, 11363, 12688, 46039, 832]"
truly terrifying still feel shaken uneasy,4,"[376, 3988, 42351, 2103, 2733, 66900, 83372]"
begin feel burdened thing amp long empty,0,"[7413, 2733, 23104, 291, 3245, 23598, 1317, 4384]"
write space feel quite nostalgic mind race back good old day used daily park learning memory,2,"[5040, 3634, 2733, 5115, 83374, 4059, 7102, 1203, 1695, 2362, 1938, 1511, 7446, 6246, 6975, 5044]"
feel numb f,0,"[57676, 57371, 282]"
sit tonight pensive tense feeling little fearful,4,"[47965, 18396, 281, 4114, 43787, 8430, 2697, 63757]"
want someone know know thought feeling want keep loyal faithful reader,2,"[53757, 4423, 1440, 1440, 3463, 8430, 1390, 2567, 29947, 37513, 6742]"
feel joy anticipation divine right,1,"[57676, 16267, 50919, 30467, 1314]"
feeling overwhelmed asked bqff keep house theyre ready loaded dont feel behind,5,"[1897, 20659, 43206, 4691, 95865, 544, 2567, 3838, 814, 265, 5644, 6799, 15890, 2733, 4920]"
feel thrilled able investigate personal mythology around subject,1,"[57676, 38564, 3025, 19874, 4443, 59492, 2212, 3917]"
feel creative right make happy,1,"[57676, 11782, 1314, 1304, 6380]"
could wear casual shopping trip feel fabulous without even trying,1,"[29177, 10051, 16736, 12185, 8577, 2733, 35631, 2085, 1524, 4560]"
want others happy mean step back yet feel like allow happy deserve even deserve,1,"[53757, 3885, 6380, 3152, 3094, 1203, 3686, 2733, 1093, 2187, 6380, 23528, 1524, 23528]"
limiting reasonably without causing greater injury sort physical exercise start feel horrible,0,"[9696, 287, 29546, 2085, 14718, 7191, 11134, 3460, 7106, 10368, 1212, 2733, 28201]"
would always feel amazed impacted year old subject,5,"[41450, 2744, 2733, 46304, 40028, 1060, 2362, 3917]"
feel lucky live portland land delicious food,1,"[57676, 18069, 3974, 2700, 1974, 4363, 18406, 3691]"
feeling pretty cranky morning stopping really made feel lot better,3,"[1897, 20659, 5128, 51358, 88, 6693, 23351, 2216, 1903, 2733, 2763, 2731]"
didnt feel cold fire every night,3,"[23770, 406, 2733, 9439, 4027, 1475, 3814]"
im also feeling cranky main character scientist brother observing moon mention zero gravity,3,"[318, 1101, 8430, 51358, 88, 1925, 3752, 28568, 10868, 46071, 18266, 6420, 7315, 24128]"
folk im feeling sociable,1,"[42031, 737, 8430, 15983, 481]"
feel divine force strongly sometimes wonder agnostic atheist judeo christian fundamentalist feeling excitement heart,1,"[57676, 30467, 5457, 16917, 7170, 5895, 945, 87524, 67464, 503, 799, 78, 52147, 16188, 380, 8430, 28361, 4851]"
started feel discouraged thought one day,0,"[47823, 2733, 64770, 3463, 832, 1938]"
feel like maybe going stop loving maybe true im terrible wife,2,"[57676, 1093, 7344, 2133, 3009, 21955, 7344, 837, 737, 17936, 7555]"
im already feeling sentimental time newborn wee sadly outgrown fave thrifted outfit,0,"[318, 2736, 8430, 93038, 892, 46397, 75165, 44145, 704, 62376, 282, 525, 82642, 291, 28403]"
feel like ive innocent version one night stand,1,"[57676, 1093, 99677, 25226, 2373, 832, 3814, 2559]"
finish typing post realise ok longer feel annoyed angry even sad,3,"[31250, 20061, 1772, 39256, 5509, 5129, 2733, 57130, 19021, 1524, 12703]"
refuse rate book publisher feel snobbish take say jeanette winterson cannot write essentially wish anything scope explore,3,"[1116, 817, 4478, 2363, 21959, 2733, 4224, 21046, 819, 1935, 2019, 97721, 6672, 289, 396, 1293, 4250, 3350, 16168, 6562, 4205, 7036, 13488]"
feel petty even though thought arent real fleshed thought fluttering feel like kind thought,3,"[57676, 61585, 1524, 3582, 3463, 527, 406, 1972, 26000, 291, 3463, 74883, 287, 2733, 1093, 3169, 3463]"
felt sad apprehensive angry vertigo left feeling uncertain,4,"[66922, 12703, 47291, 4114, 19021, 5309, 7992, 2163, 8430, 36218]"
feel like ive got handle trusting instinct,1,"[57676, 1093, 99677, 2751, 3790, 69344, 31655]"
feel complacent start thinking smart,1,"[57676, 4684, 18680, 1212, 7422, 7941]"
admitted defeat asked half come back lake coz feel uptight already,4,"[329, 5600, 18506, 4691, 4376, 2586, 1203, 22553, 85920, 2733, 35435, 492, 2736]"
feel journalist blamed,0,"[57676, 23672, 36197]"
missed month combined class pretty much bed ridden month semester feel really amazed able pa,5,"[1869, 291, 2305, 11093, 538, 5128, 1790, 4950, 93327, 2305, 34253, 2733, 2216, 46304, 3025, 7251]"
put leg around wrap arm feel safe,1,"[631, 2531, 2212, 15411, 6916, 2733, 6220]"
feel loyal lucy,2,"[57676, 29947, 27016, 88]"
feel like im pretty enough like personality boring obnoxious,0,"[57676, 1093, 737, 5128, 3403, 1093, 17743, 28859, 1536, 95832]"
relieved excited feel confident,1,"[3833, 32077, 12304, 2733, 16913]"
im proud crafted something people care even enough click make feel wonderful,1,"[318, 12691, 34558, 2555, 1274, 2512, 1524, 3403, 4299, 1304, 2733, 11364]"
switched song one beginning make feel little melancholy fuck need,0,"[17790, 291, 5609, 832, 7314, 1304, 2733, 2697, 87163, 5849, 7976, 1205]"
feel embarrassed talk time feel small moment like favor deserve given attention,0,"[57676, 49230, 3137, 892, 2733, 2678, 4545, 1093, 4799, 23528, 2728, 6666]"
sound entitled cant help feel disappointed even though already knew going,0,"[28632, 20458, 16869, 1520, 2733, 25406, 1524, 3582, 2736, 7020, 2133]"
remember feeling husband felt would see people rude mom mom sweet self,3,"[30380, 8430, 10177, 6612, 1053, 1518, 1274, 47101, 3450, 3450, 10437, 659]"
feel clever,1,"[57676, 28799]"
feeling remorseful breakfast took diet pill,0,"[1897, 20659, 79157, 1285, 17954, 3952, 10173, 15530]"
feel though concept lifestyle change rather weight loss beaten death really something believe currently experiencing,0,"[57676, 3582, 7434, 19433, 2349, 4856, 4785, 4814, 31394, 4648, 2216, 2555, 4510, 5131, 25051]"
know next step longer feel lost,0,"[33134, 1828, 3094, 5129, 2733, 5675]"
feeling awful,0,"[1897, 20659, 25629]"
believe imagining would like act live front audience make feel joyful,1,"[9978, 19704, 77724, 1053, 1093, 1180, 3974, 4156, 10877, 1304, 2733, 83212]"
thought maybe hand feeling funny touched hair totally clean forearm became sticky,5,"[61665, 7344, 1450, 8430, 15526, 24891, 7013, 12756, 4335, 91665, 6244, 28502]"
hate moment completely feel perfect people around love suddenly disappear,1,"[71, 349, 4545, 6724, 2733, 4832, 1274, 2212, 3021, 15187, 32153]"
remember feeling little jealous realized time together wasnt solely larger network social interaction ready progress got,3,"[30380, 8430, 2697, 41690, 15393, 892, 3871, 574, 406, 21742, 8294, 4009, 3674, 16628, 5644, 5208, 2751]"
im known feel affectionate toward adore leonard cohen make like quite lot,2,"[318, 3967, 2733, 37805, 349, 9017, 61735, 514, 263, 569, 1080, 12301, 1304, 1093, 5115, 2763]"
feel really tranquil right,1,"[57676, 2216, 68040, 1314]"
feel impatient yet fully sure searching,3,"[57676, 74797, 3686, 7373, 2771, 15389]"
tearful feeling unloved even though know,0,"[668, 277, 1285, 8430, 653, 385, 2111, 1524, 3582, 1440]"
feel like everything ive nothing sincere bother wanted hurt even told,1,"[57676, 1093, 4395, 99677, 4400, 49424, 20753, 4934, 13194, 1524, 3309]"
feel like much write got distracted home wednesday evening challenge therefore lost train thought,3,"[57676, 1093, 1790, 3350, 2751, 49804, 2162, 11077, 7465, 11714, 8815, 9093, 5675, 5542, 3463]"
starting feel little stressed,0,"[40389, 2733, 2697, 32647]"
admit feeling bit intimidated challenge,4,"[329, 1800, 8430, 2766, 85161, 8815]"
think feeling vulnerable due stress buy new sewing machine printer,4,"[27963, 8430, 20134, 4245, 8631, 3780, 502, 52319, 5780, 23185]"
feel ashamed read yet,0,"[57676, 51975, 1373, 3686]"
hear teenaged girl devastated pimple face morning prom feel devastated,0,"[87160, 9562, 3359, 3828, 59097, 281, 6592, 3663, 6693, 2773, 2733, 59097]"
woke beautiful sunday morning feeling restless miserable,4,"[96428, 6366, 93463, 6693, 8430, 89358, 50739]"
feel unwelcome work sometimes think people might talking rel bookmark feel unwelcome work sometimes think people might talking april class url fn n href http www,0,"[57676, 15375, 5836, 990, 7170, 1781, 1274, 2643, 7556, 1375, 36249, 2733, 15375, 5836, 990, 7170, 1781, 1274, 2643, 7556, 74800, 538, 2576, 5279, 308, 1839, 1795, 8604]"
dont need wear mask moment show feeling beloved without missgivings,2,"[78125, 1205, 10051, 7056, 4545, 1501, 8430, 28530, 2085, 3194, 70, 344, 826]"
turn head away even feel frightened,4,"[413, 2010, 3201, 1524, 2733, 60178]"
feel like go supermarket buy something totally delicious dinner money mother put account today,1,"[57676, 1093, 733, 49313, 3780, 2555, 12756, 18406, 14177, 3300, 6691, 2231, 2759, 3432]"
feel fine e terminando com eight day week um ano depois,1,"[57676, 7060, 384, 10415, 4988, 470, 8223, 1938, 2046, 4543, 39124, 66488]"
feel uncertain project,4,"[57676, 36218, 2447]"
feel vital full energy every day super positive,1,"[57676, 16595, 2539, 4907, 1475, 1938, 2307, 6928]"
feel completely dissatisfied whole world human character inconsistent,3,"[57676, 6724, 14091, 47365, 4459, 1917, 3823, 3752, 40240]"
mean would feel euan got hauled murder knew innocent,1,"[14622, 1053, 2733, 384, 10602, 2751, 305, 75767, 10102, 7020, 25226]"
experimented lot experience mention sadly made realize woman feel career path somehow going determined partner support child ther co worker etc,1,"[60529, 291, 2763, 3217, 6420, 44145, 1903, 13383, 5333, 2733, 7076, 1853, 17354, 2133, 11075, 8427, 1862, 1716, 9139, 1080, 12128, 5099]"
knew high school pretty fuckin chill say girl feel insulted threatened blog wrote would like apologize offended sorry,3,"[74, 943, 1579, 2978, 5128, 7976, 258, 37401, 2019, 3828, 2733, 27224, 291, 21699, 5117, 6267, 1053, 1093, 37979, 54221, 14931]"
